# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SP-CALSEQ	SPU_025772	SPU_025772-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-CAMK1	SPU_002105	SPU_002105-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CAMK4	SPU_024394	SPU_024394-tr	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SP-CAMK4B	SPU_024395	SPU_024395-tr	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SP-CAMKK	SPU_005878	SPU_005878-tr	protein_coding	0	0	0	6	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-CAMSAP1L	SPU_027387	SPU_027387-tr	protein_coding	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0
SP-CAND1_1	SPU_025585	SPU_025585-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-CANT1	SPU_001924	SPU_001924-tr	protein_coding	0	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0
SP-CAP1_1	SPU_009422	SPU_009422-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CAPRIN1	SPU_005710	SPU_005710-tr	protein_coding	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CAPRIN1L	SPU_000902	SPU_000902-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-CAPS2	SPU_013315	SPU_013315-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-CARA12LB	SPU_025722	SPU_025722-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CARA7LA	SPU_012518	SPU_012518-tr	protein_coding	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
SP-CARA7LB	SPU_008658	SPU_008658-tr	protein_coding	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CARD11	SPU_004434	SPU_004434-tr	protein_coding	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
SP-CARM1	SPU_025581	SPU_025581-tr	protein_coding	0	4	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	4	0
SP-CARS	SPU_006853	SPU_006853-tr	protein_coding	0	2	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7
SP-CARS2	SPU_009707	SPU_009707-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-CAS	SPU_019794	SPU_019794-tr	protein_coding	0	11	0	3	2	0	0	3	0	0	0	0	2	0	0	0	0	9	0
SP-CASC1	SPU_022570	SPU_022570-tr	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
SP-CASD1	SPU_011575	SPU_011575-tr	protein_coding	0	12	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0
SP-CASKIN1	SPU_012637	SPU_012637-tr	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
SP-CASKL	SPU_014167	SPU_014167-tr	protein_coding	0	0	10	1	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0
SP-CASK_1	SPU_028366	SPU_028366-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CASPR/C-TERM	SPU_007341	SPU_007341-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-CAT	SPU_000281	SPU_000281-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-CAV1	SPU_005669	SPU_005669-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CBFB	SPU_027734	SPU_027734-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CBP	SPU_019024	SPU_019024-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CBPDDL	SPU_027451	SPU_027451-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-CBPDDL_1	SPU_023660	SPU_023660-tr	protein_coding	1	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2
SP-CBPDEL	SPU_007682	SPU_007682-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CBPDEL_1	SPU_021609	SPU_021609-tr	protein_coding	0	1	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0
SP-CBPP	SPU_019025	SPU_019025-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CBR1	SPU_013228	SPU_013228-tr	protein_coding	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0
SP-CBR1_1	SPU_014398	SPU_014398-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-CBR1_4	SPU_014986	SPU_014986-tr	protein_coding	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2
SP-CBR1_6	SPU_023634	SPU_023634-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CBR3	SPU_028857	SPU_028857-tr	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CC2D2A-2	SPU_010514	SPU_010514-tr	protein_coding	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0
SP-CCA2DA	SPU_012076	SPU_012076-tr	protein_coding	0	0	0	11	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-CCA2DB	SPU_023928	SPU_023928-tr	protein_coding	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
SP-CCAP/VASLR	SPU_028207	SPU_028207-tr	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8
SP-CCBL2	SPU_021060	SPU_021060-tr	protein_coding	0	0	0	13	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6
SP-CCDC101	SPU_028054	SPU_028054-tr	protein_coding	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC108	SPU_012895	SPU_012895-tr	protein_coding	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
SP-CCDC113	SPU_012606	SPU_012606-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CCDC130	SPU_016667	SPU_016667-tr	protein_coding	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
SP-CCDC130_1	SPU_015784	SPU_015784-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-CCDC141	SPU_024856	SPU_024856-tr	protein_coding	0	6	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0
SP-CCDC149	SPU_025247	SPU_025247-tr	protein_coding	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
SP-CCDC150	SPU_007875	SPU_007875-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC151	SPU_025936	SPU_025936-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CCDC151L	SPU_001981	SPU_001981-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC18	SPU_011068	SPU_011068-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC19	SPU_014083	SPU_014083-tr	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
SP-CCDC21L	SPU_007851	SPU_007851-tr	protein_coding	0	5	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0
SP-CCDC22	SPU_013602	SPU_013602-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CCDC28B	SPU_007662	SPU_007662-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CCDC39	SPU_020526	SPU_020526-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-CCDC40	SPU_007254	SPU_007254-tr	protein_coding	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0
SP-CCDC44	SPU_023785	SPU_023785-tr	protein_coding	1	7	2	4	0	0	0	4	2	0	0	0	0	0	1	0	0	7	0
SP-CCDC45	SPU_010736	SPU_010736-tr	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CCDC46	SPU_001071	SPU_001071-tr	protein_coding	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
SP-CCDC49	SPU_010632	SPU_010632-tr	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC51	SPU_027174	SPU_027174-tr	protein_coding	0	4	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
SP-CCDC53	SPU_021807	SPU_021807-tr	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SP-CCDC60L	SPU_019035	SPU_019035-tr	protein_coding	0	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0
SP-CCDC63_1	SPU_019531	SPU_019531-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CCDC79L	SPU_027558	SPU_027558-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-CCDC83	SPU_002775	SPU_002775-tr	protein_coding	0	5	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0
SP-CCDC87	SPU_021120	SPU_021120-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC9	SPU_004862	SPU_004862-tr	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
SP-CCDC93	SPU_000940	SPU_000940-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-CCDC94	SPU_008071	SPU_008071-tr	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
SP-CCDC96	SPU_008872	SPU_008872-tr	protein_coding	3	0	5	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0
SP-CCHCR1	SPU_023766	SPU_023766-tr	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SP-CCKBRL_1	SPU_009597	SPU_009597-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-CCKBRL_3	SPU_019596	SPU_019596-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-CCLTA1	SPU_011692	SPU_011692-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-CCNR2	SPU_020986	SPU_020986-tr	protein_coding	0	2	1	3	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0
SP-CCNY	SPU_015494	SPU_015494-tr	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SP-CCP	SPU_017320	SPU_017320-tr	protein_coding	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CCP/EGF/TSP1/HYALINL2	SPU_010445	SPU_010445-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CCP/SEA	SPU_010472	SPU_010472-tr	protein_coding	3	9	16	2	0	1	0	1	16	0	0	0	0	0	1	2	0	9	0
SP-CCP/ZP	SPU_005270	SPU_005270-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-CCP/ZP_2	SPU_028843	SPU_028843-tr	protein_coding	0	1	5	2	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0
SP-CCP/ZP_3	SPU_028844	SPU_028844-tr	protein_coding	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
SP-CCP_1	SPU_001888	SPU_001888-tr	protein_coding	1	3	5	10	0	0	0	10	5	0	0	0	0	0	0	1	0	3	0
SP-CCS	SPU_018271	SPU_018271-tr	protein_coding	0	3	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	2	0
SP-CCT2	SPU_000812	SPU_000812-tr	protein_coding	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-CCT4	SPU_028735	SPU_028735-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-CCT6A	SPU_019081	SPU_019081-tr	protein_coding	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
SP-CCT7	SPU_004700	SPU_004700-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CCT8	SPU_006047	SPU_006047-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CCT8_1	SPU_015592	SPU_015592-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CD109L	SPU_024565	SPU_024565-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-CD109L_2	SPU_024564	SPU_024564-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CD2BP2_1	SPU_023520	SPU_023520-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-CD36ANTIGENL	SPU_007495	SPU_007495-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CD38	SPU_007538	SPU_007538-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-CDAN1L	SPU_001896	SPU_001896-tr	protein_coding	0	1	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
SP-CDC14A	SPU_015765	SPU_015765-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-CDC23	SPU_012696	SPU_012696-tr	protein_coding	0	1	4	3	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3
SP-CDC2L1	SPU_016748	SPU_016748-tr	protein_coding	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CDC2L5	SPU_028236	SPU_028236-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CDC6	SPU_010595	SPU_010595-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-CDC91L1	SPU_002179	SPU_002179-tr	protein_coding	0	0	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
SP-CDK1	SPU_002210	SPU_002210-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CDK2	SPU_007655	SPU_007655-tr	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SP-CDK2_1	SPU_021839	SPU_021839-tr	protein_coding	0	10	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	10	0
SP-CDK5	SPU_017705	SPU_017705-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CDK5RAP1	SPU_007185	SPU_007185-tr	protein_coding	0	2	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0
SP-CDK5RAP3	SPU_022429	SPU_022429-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-CDK8	SPU_001690	SPU_001690-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CDK9	SPU_012674	SPU_012674-tr	protein_coding	0	10	0	9	0	7	0	2	0	0	0	0	0	0	0	0	0	10	0
SP-CDKL2	SPU_000563	SPU_000563-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-CDNA1	SPU_008949	SPU_008949-tr	protein_coding	0	1	1	7	0	5	0	2	1	0	0	0	0	0	0	0	0	1	0
SP-CDO1	SPU_018893	SPU_018893-tr	protein_coding	0	0	2	3	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
SP-CDOL	SPU_010851	SPU_010851-tr	protein_coding	0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CDS2	SPU_011357	SPU_011357-tr	protein_coding	0	8	0	3	0	3	0	2	0	0	0	0	2	0	0	0	0	6	0
SP-CDS2_1	SPU_021188	SPU_021188-tr	protein_coding	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SP-CDT1	SPU_002046	SPU_002046-tr	protein_coding	0	4	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
SP-CDX	SPU_024715	SPU_024715-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-CDXL	SPU_019656	SPU_019656-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-CEBPG	SPU_011002	SPU_011002-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CEBPZ	SPU_012087	SPU_012087-tr	protein_coding	0	3	1	6	0	6	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-CECR1_1	SPU_011143	SPU_011143-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CECR2L	SPU_003295	SPU_003295-tr	protein_coding	0	1	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CECR2L_2	SPU_020442	SPU_020442-tr	protein_coding	1	1	5	2	0	0	0	3	5	0	0	0	1	0	1	0	0	0	0
SP-CELSR1	SPU_015321	SPU_015321-tr	protein_coding	0	18	2	14	0	14	0	0	2	0	0	0	0	0	0	0	0	18	0
SP-CENPE	SPU_023126	SPU_023126-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-CENPI	SPU_015414	SPU_015414-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-CENPNL	SPU_017165	SPU_017165-tr	protein_coding	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CENTD	SPU_026219	SPU_026219-tr	protein_coding	0	9	4	1	0	0	0	2	4	0	0	0	1	0	0	0	0	8	0
SP-CEP110L	SPU_028833	SPU_028833-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-CEP120	SPU_007965	SPU_007965-tr	protein_coding	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
SP-CEP120_1	SPU_027044	SPU_027044-tr	protein_coding	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-CEP135	SPU_018300	SPU_018300-tr	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SP-CEP290_2	SPU_020715	SPU_020715-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CEP57	SPU_018174	SPU_018174-tr	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CEP63	SPU_026826	SPU_026826-tr	protein_coding	1	1	7	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0
SP-CEP70L	SPU_019282	SPU_019282-tr	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CEP72	SPU_000246	SPU_000246-tr	protein_coding	0	4	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0
SP-CEP76	SPU_013771	SPU_013771-tr	protein_coding	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2
SP-CEP78	SPU_021038	SPU_021038-tr	protein_coding	1	1	8	0	0	0	0	0	8	0	0	0	0	0	0	1	0	1	0
SP-CEP78L	SPU_021039	SPU_021039-tr	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SP-CEPL	SPU_028181	SPU_028181-tr	protein_coding	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
SP-CESL	SPU_015103	SPU_015103-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CF5/8L1	SPU_021228	SPU_021228-tr	protein_coding	0	8	2	4	0	0	0	4	2	0	0	0	0	0	0	0	0	8	0
SP-CF5/8L2	SPU_021229	SPU_021229-tr	protein_coding	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-CFDP2L_1	SPU_010878	SPU_010878-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CFHL-1	SPU_014340	SPU_014340-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CG15216PA	SPU_009389	SPU_009389-tr	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CG31140PA	SPU_002617	SPU_002617-tr	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
SP-CGSP1	SPU_019872	SPU_019872-tr	protein_coding	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
SP-CHAC	SPU_000167	SPU_000167-tr	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
SP-CHAF1A	SPU_016101	SPU_016101-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-CHAF1BL	SPU_019197	SPU_019197-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-CHBPL_2	SPU_023208	SPU_023208-tr	protein_coding	0	1	1	3	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-CHD1	SPU_004735	SPU_004735-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CHD1L	SPU_020664	SPU_020664-tr	protein_coding	0	8	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0
SP-CHD3	SPU_023296	SPU_023296-tr	protein_coding	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
SP-CHDH	SPU_023085	SPU_023085-tr	protein_coding	0	7	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0
SP-CHDH-3	SPU_015707	SPU_015707-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CHDH-4	SPU_027295	SPU_027295-tr	protein_coding	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
SP-CHDH_1	SPU_027296	SPU_027296-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-CHERP_1	SPU_005681	SPU_005681-tr	protein_coding	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0
SP-CHK1	SPU_007530	SPU_007530-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-CHKA	SPU_003397	SPU_003397-tr	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHL1L	SPU_012770	SPU_012770-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHMP1BL	SPU_007982	SPU_007982-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHMP2A	SPU_026634	SPU_026634-tr	protein_coding	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4
SP-CHMP4B	SPU_022778	SPU_022778-tr	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-CHMP7	SPU_009912	SPU_009912-tr	protein_coding	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-CHN2L	SPU_014071	SPU_014071-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-CHOLDHL	SPU_025192	SPU_025192-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-CHOLDHL_1	SPU_027832	SPU_027832-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-CHRM2	SPU_027867	SPU_027867-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-CHRM2L_6	SPU_019362	SPU_019362-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-CHRM2_1	SPU_028801	SPU_028801-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-CHRM3_1	SPU_024992	SPU_024992-tr	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHRNA6L_4	SPU_013683	SPU_013683-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-CHRNA7-3	SPU_005440	SPU_005440-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHRNA7_4	SPU_011609	SPU_011609-tr	protein_coding	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SP-CHRNA9L_2	SPU_000765	SPU_000765-tr	protein_coding	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
SP-CHRNA9_3	SPU_014877	SPU_014877-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-CHRNB3L	SPU_018741	SPU_018741-tr	protein_coding	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
SP-CHROM1	SPU_019459	SPU_019459-tr	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
SP-CHST10	SPU_013591	SPU_013591-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-CHST11	SPU_018485	SPU_018485-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-CHST11-4	SPU_001076	SPU_001076-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-CHST11-5	SPU_001077	SPU_001077-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
